user_id	item_id	time
1	95	1765678110
2	145	1765678110
3	188	1765678110
4	233	1765678110
5	279	1765678110
6	328	1765678110
7	361	1765678110
8	410	1765678110
9	449	1765678110
10	62	1765678110
11	517	1765678110
12	290	1765678110
13	592	1765678110
14	628	1765678110
15	673	1765678110
16	398	1765678110
17	734	1765678110
18	777	1765678110
19	795	1765678110
20	842	1765678110
21	875	1765678110
22	897	1765678110
23	306	1765678110
24	952	1765678110
25	983	1765678110
26	897	1765678110
27	204	1765678110
28	1051	1765678110
29	510	1765678110
30	1100	1765678110
31	1137	1765678110
32	1160	1765678110
33	181	1765678110
34	1193	1765678110
35	1230	1765678110
36	283	1765678110
37	42	1765678110
38	1328	1765678110
39	1366	1765678110
40	1384	1765678110
41	1402	1765678110
42	1419	1765678110
43	1440	1765678110
44	1449	1765678110
45	177	1765678110
46	470	1765678110
47	1382	1765678110
48	728	1765678110
49	721	1765678110
50	1561	1765678110
51	182	1765678110
52	1596	1765678110
53	1632	1765678110
54	1661	1765678110
55	290	1765678110
56	789	1765678110
57	705	1765678110
58	121	1765678110
59	60	1765678110
60	1794	1765678110
61	1809	1765678110
62	1843	1765678110
63	1869	1765678110
64	1894	1765678110
65	312	1765678110
66	1959	1765678110
67	1368	1765678110
68	1331	1765678110
69	246	1765678110
70	1696	1765678110
71	778	1765678110
72	2071	1765678110
73	2106	1765678110
74	2128	1765678110
75	2160	1765678110
76	2169	1765678110
77	1534	1765678110
78	2248	1765678110
79	2283	1765678110
80	2326	1765678110
81	2339	1765678110
82	1664	1765678110
83	2375	1765678110
84	300	1765678110
85	149	1765678110
86	313	1765678110
87	533	1765678110
88	470	1765678110
89	62	1765678110
90	2523	1765678110
91	2531	1765678110
92	72	1765678110
93	2575	1765678110
94	60	1765678110
95	1096	1765678110
96	2474	1765678110
97	676	1765678110
98	723	1765678110
99	372	1765678110
100	2647	1765678110
101	2677	1765678110
102	2714	1765678110
103	229	1765678110
104	2760	1765678110
105	2778	1765678110
106	372	1765678110
107	2366	1765678110
108	2814	1765678110
109	2832	1765678110
110	91	1765678110
111	91	1765678110
112	1927	1765678110
113	187	1765678110
114	476	1765678110
115	798	1765678110
116	373	1765678110
117	2338	1765678110
118	605	1765678110
119	220	1765678110
120	2728	1765678110
121	2000	1765678110
122	2507	1765678110
123	481	1765678110
124	3103	1765678110
125	66	1765678110
126	236	1765678110
127	413	1765678110
128	540	1765678110
129	459	1765678110
130	339	1765678110
131	9	1765678110
132	530	1765678110
133	709	1765678110
134	701	1765678110
135	206	1765678110
136	158	1765678110
137	3264	1765678110
138	984	1765678110
139	647	1765678110
140	319	1765678110
141	1436	1765678110
142	278	1765678110
143	3328	1765678110
144	3338	1765678110
145	3341	1765678110
146	193	1765678110
147	1236	1765678110
148	149	1765678110
149	193	1765678110
150	862	1765678110
151	215	1765678110
152	2328	1765678110
153	3463	1765678110
154	898	1765678110
155	3518	1765678110
156	3285	1765678110
157	3562	1765678110
158	3574	1765678110
159	1835	1765678110
160	749	1765678110
161	1513	1765678110
162	215	1765678110
163	191	1765678110
164	1664	1765678110
165	937	1765678110
166	3544	1765678110
167	1795	1765678110
168	2329	1765678110
169	1525	1765678110
170	481	1765678110
171	761	1765678110
172	3778	1765678110
173	3808	1765678110
174	570	1765678110
175	1096	1765678110
176	3335	1765678110
177	185	1765678110
178	1406	1765678110
179	3434	1765678110
180	3871	1765678110
181	3909	1765678110
182	166	1765678110
183	3946	1765678110
184	3968	1765678110
185	3982	1765678110
186	2523	1765678110
187	54	1765678110
188	2810	1765678110
189	171	1765678110
190	4070	1765678110
191	1096	1765678110
192	4099	1765678110
193	4141	1765678110
194	2810	1765678110
195	954	1765678110
196	4181	1765678110
197	4207	1765678110
198	306	1765678110
199	4226	1765678110
200	524	1765678110
201	4260	1765678110
202	2370	1765678110
203	4269	1765678110
204	4296	1765678110
205	4311	1765678110
206	1352	1765678110
207	4344	1765678110
208	328	1765678110
209	4371	1765678110
210	1439	1765678110
211	1005	1765678110
212	4417	1765678110
213	4421	1765678110
214	381	1765678110
215	2622	1765678110
216	7	1765678110
217	2083	1765678110
218	381	1765678110
219	261	1765678110
220	3591	1765678110
221	4510	1765678110
222	935	1765678110
223	326	1765678110
224	190	1765678110
225	4573	1765678110
226	1447	1765678110
227	4079	1765678110
228	907	1765678110
229	296	1765678110
230	215	1765678110
231	1369	1765678110
232	536	1765678110
233	366	1765678110
234	941	1765678110
235	1398	1765678110
236	1024	1765678110
237	1763	1765678110
238	4742	1765678110
239	1781	1765678110
240	4468	1765678110
241	4768	1765678110
242	288	1765678110
243	4802	1765678110
244	4823	1765678110
245	3281	1765678110
246	4864	1765678110
247	56	1765678110
248	4884	1765678110
249	3009	1765678110
250	1884	1765678110
251	84	1765678110
252	4907	1765678110
253	225	1765678110
254	76	1765678110
255	2507	1765678110
256	373	1765678110
257	4981	1765678110
258	150	1765678110
259	1082	1765678110
260	456	1765678110
261	5028	1765678110
262	5036	1765678110
263	920	1765678110
264	723	1765678110
265	3920	1765678110
266	149	1765678110
267	1369	1765678110
268	1442	1765678110
269	224	1765678110
270	350	1765678110
271	154	1765678110
272	967	1765678110
273	5182	1765678110
274	5203	1765678110
275	701	1765678110
276	1267	1765678110
277	558	1765678110
278	5303	1765678110
279	2589	1765678110
280	5328	1765678110
281	2778	1765678110
282	1795	1765678110
283	301	1765678110
284	3362	1765678110
285	15	1765678110
286	1435	1765678110
287	2764	1765678110
288	5402	1765678110
289	4575	1765678110
290	463	1765678110
291	5437	1765678110
292	408	1765678110
293	1353	1765678110
294	1439	1765678110
295	326	1765678110
296	5491	1765678110
297	5121	1765678110
298	313	1765678110
299	713	1765678110
300	5543	1765678110
301	1906	1765678110
302	789	1765678110
303	5546	1765678110
304	65	1765678110
305	467	1765678110
306	526	1765678110
307	60	1765678110
308	4701	1765678110
309	252	1765678110
310	381	1765678110
311	50	1765678110
312	5656	1765678110
313	1231	1765678110
314	283	1765678110
315	5684	1765678110
316	5707	1765678110
317	5719	1765678110
318	895	1765678110
319	5726	1765678110
320	741	1765678110
321	902	1765678110
322	948	1765678110
323	1005	1765678110
324	62	1765678110
325	1152	1765678110
326	60	1765678110
327	2069	1765678110
328	5008	1765678110
329	2010	1765678110
330	1030	1765678110
331	5861	1765678110
332	327	1765678110
333	309	1765678110
334	323	1765678110
335	5905	1765678110
336	5917	1765678110
337	5931	1765678110
338	5951	1765678110
339	5992	1765678110
340	506	1765678110
341	476	1765678110
342	5660	1765678110
343	610	1765678110
344	3191	1765678110
345	3258	1765678110
346	3059	1765678110
347	6097	1765678110
348	684	1765678110
349	166	1765678110
350	1064	1765678110
351	1054	1765678110
352	80	1765678110
353	301	1765678110
354	6160	1765678110
355	1664	1765678110
356	1406	1765678110
357	236	1765678110
358	6213	1765678110
359	964	1765678110
360	212	1765678110
361	407	1765678110
362	6258	1765678110
363	223	1765678110
364	1436	1765678110
365	682	1765678110
366	149	1765678110
367	4010	1765678110
368	5001	1765678110
369	6355	1765678110
370	6379	1765678110
371	1006	1765678110
372	1036	1765678110
373	337	1765678110
374	639	1765678110
375	531	1765678110
376	1802	1765678110
377	482	1765678110
378	1171	1765678110
379	291	1765678110
380	1418	1765678110
381	194	1765678110
382	2108	1765678110
383	185	1765678110
384	328	1765678110
385	1852	1765678110
386	2170	1765678110
387	152	1765678110
388	251	1765678110
389	684	1765678110
390	6035	1765678110
391	1235	1765678110
392	6547	1765678110
